module,candidate,reference,matched_sets,candidate_mean,reference_mean,paired_difference,bootstrap_ci_low,bootstrap_ci_high,raw_p_value,Holm_adjusted_p_value,original_difference,original_ci,original_raw_p,original_Holm_p,exact_match,discrepancy,final_authoritative_result
villager,trust_weighted,reference,1000,-0.18733750000000005,-0.3402375,0.1529,0.0919121875,0.2153625,4.999750012499375e-05,0.00014999250037498125,0.1529,"[0.09143909817129595, 0.21436090182870407]",0.001998001998001998,0.005994005994005994,False,original R8.2 p-value used a nonzero-difference sign-flip denominator; R8.3 retains all matched-set differences,replicated_positive_primary_effect
seer,immediate_reveal,private_only,1000,-0.1979,-0.26525,0.06735,0.02379875,0.11055,0.003399830008499575,0.003399830008499575,0.06735,"[0.023738058362216687, 0.1109619416377833]",0.6233766233766234,0.6233766233766234,False,original R8.2 p-value used a nonzero-difference sign-flip denominator; R8.3 retains all matched-set differences,replicated_positive_primary_effect
witch,aggressive_full,reference,1000,-0.04505000000000002,-0.21015000000000003,0.1651,0.09774875000000001,0.23255125,4.999750012499375e-05,0.00014999250037498125,0.1651,"[0.09805174895082831, 0.2321482510491717]",0.002997002997002997,0.005994005994005994,False,original R8.2 p-value used a nonzero-difference sign-flip denominator; R8.3 retains all matched-set differences,replicated_positive_primary_effect
