matched_set_id,seed,base_game_index,strategy,reference_label_condition,comparison_label_condition,reference_game_id,comparison_game_id,reference_winner,comparison_winner,outcome_agreement,physical_first_target_matches_reference,physical_check_sequence_matches_reference_until_divergence,physical_final_alive_set_matches,first_divergence_round,first_divergence_phase,first_divergence_event_type
alternate_physical_sides_seed_45_base_96,45,96,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_45_base_96_normal,alternate_physical_sides_seed_45_base_96_rotated,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_45_base_97,45,97,alternate_physical_sides,normal,mirrored,alternate_physical_sides_seed_45_base_97_normal,alternate_physical_sides_seed_45_base_97_mirrored,village,village,1,1,1,1,,none,none
alternate_physical_sides_seed_45_base_97,45,97,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_45_base_97_normal,alternate_physical_sides_seed_45_base_97_rotated,village,village,1,1,1,1,,none,none
alternate_physical_sides_seed_45_base_98,45,98,alternate_physical_sides,normal,mirrored,alternate_physical_sides_seed_45_base_98_normal,alternate_physical_sides_seed_45_base_98_mirrored,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_45_base_98,45,98,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_45_base_98_normal,alternate_physical_sides_seed_45_base_98_rotated,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_45_base_99,45,99,alternate_physical_sides,normal,mirrored,alternate_physical_sides_seed_45_base_99_normal,alternate_physical_sides_seed_45_base_99_mirrored,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_45_base_99,45,99,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_45_base_99_normal,alternate_physical_sides_seed_45_base_99_rotated,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_1,46,1,alternate_physical_sides,normal,mirrored,alternate_physical_sides_seed_46_base_1_normal,alternate_physical_sides_seed_46_base_1_mirrored,village,village,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_1,46,1,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_46_base_1_normal,alternate_physical_sides_seed_46_base_1_rotated,village,village,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_10,46,10,alternate_physical_sides,normal,mirrored,alternate_physical_sides_seed_46_base_10_normal,alternate_physical_sides_seed_46_base_10_mirrored,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_10,46,10,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_46_base_10_normal,alternate_physical_sides_seed_46_base_10_rotated,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_100,46,100,alternate_physical_sides,normal,mirrored,alternate_physical_sides_seed_46_base_100_normal,alternate_physical_sides_seed_46_base_100_mirrored,village,village,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_100,46,100,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_46_base_100_normal,alternate_physical_sides_seed_46_base_100_rotated,village,village,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_101,46,101,alternate_physical_sides,normal,mirrored,alternate_physical_sides_seed_46_base_101_normal,alternate_physical_sides_seed_46_base_101_mirrored,village,village,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_101,46,101,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_46_base_101_normal,alternate_physical_sides_seed_46_base_101_rotated,village,village,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_102,46,102,alternate_physical_sides,normal,mirrored,alternate_physical_sides_seed_46_base_102_normal,alternate_physical_sides_seed_46_base_102_mirrored,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_102,46,102,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_46_base_102_normal,alternate_physical_sides_seed_46_base_102_rotated,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_103,46,103,alternate_physical_sides,normal,mirrored,alternate_physical_sides_seed_46_base_103_normal,alternate_physical_sides_seed_46_base_103_mirrored,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_103,46,103,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_46_base_103_normal,alternate_physical_sides_seed_46_base_103_rotated,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_104,46,104,alternate_physical_sides,normal,mirrored,alternate_physical_sides_seed_46_base_104_normal,alternate_physical_sides_seed_46_base_104_mirrored,village,village,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_104,46,104,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_46_base_104_normal,alternate_physical_sides_seed_46_base_104_rotated,village,village,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_105,46,105,alternate_physical_sides,normal,mirrored,alternate_physical_sides_seed_46_base_105_normal,alternate_physical_sides_seed_46_base_105_mirrored,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_105,46,105,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_46_base_105_normal,alternate_physical_sides_seed_46_base_105_rotated,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_106,46,106,alternate_physical_sides,normal,mirrored,alternate_physical_sides_seed_46_base_106_normal,alternate_physical_sides_seed_46_base_106_mirrored,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_106,46,106,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_46_base_106_normal,alternate_physical_sides_seed_46_base_106_rotated,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_107,46,107,alternate_physical_sides,normal,mirrored,alternate_physical_sides_seed_46_base_107_normal,alternate_physical_sides_seed_46_base_107_mirrored,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_107,46,107,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_46_base_107_normal,alternate_physical_sides_seed_46_base_107_rotated,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_108,46,108,alternate_physical_sides,normal,mirrored,alternate_physical_sides_seed_46_base_108_normal,alternate_physical_sides_seed_46_base_108_mirrored,village,village,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_108,46,108,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_46_base_108_normal,alternate_physical_sides_seed_46_base_108_rotated,village,village,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_109,46,109,alternate_physical_sides,normal,mirrored,alternate_physical_sides_seed_46_base_109_normal,alternate_physical_sides_seed_46_base_109_mirrored,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_109,46,109,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_46_base_109_normal,alternate_physical_sides_seed_46_base_109_rotated,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_11,46,11,alternate_physical_sides,normal,mirrored,alternate_physical_sides_seed_46_base_11_normal,alternate_physical_sides_seed_46_base_11_mirrored,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_11,46,11,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_46_base_11_normal,alternate_physical_sides_seed_46_base_11_rotated,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_110,46,110,alternate_physical_sides,normal,mirrored,alternate_physical_sides_seed_46_base_110_normal,alternate_physical_sides_seed_46_base_110_mirrored,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_110,46,110,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_46_base_110_normal,alternate_physical_sides_seed_46_base_110_rotated,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_111,46,111,alternate_physical_sides,normal,mirrored,alternate_physical_sides_seed_46_base_111_normal,alternate_physical_sides_seed_46_base_111_mirrored,village,village,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_111,46,111,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_46_base_111_normal,alternate_physical_sides_seed_46_base_111_rotated,village,village,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_112,46,112,alternate_physical_sides,normal,mirrored,alternate_physical_sides_seed_46_base_112_normal,alternate_physical_sides_seed_46_base_112_mirrored,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_112,46,112,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_46_base_112_normal,alternate_physical_sides_seed_46_base_112_rotated,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_113,46,113,alternate_physical_sides,normal,mirrored,alternate_physical_sides_seed_46_base_113_normal,alternate_physical_sides_seed_46_base_113_mirrored,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_113,46,113,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_46_base_113_normal,alternate_physical_sides_seed_46_base_113_rotated,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_114,46,114,alternate_physical_sides,normal,mirrored,alternate_physical_sides_seed_46_base_114_normal,alternate_physical_sides_seed_46_base_114_mirrored,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_114,46,114,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_46_base_114_normal,alternate_physical_sides_seed_46_base_114_rotated,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_115,46,115,alternate_physical_sides,normal,mirrored,alternate_physical_sides_seed_46_base_115_normal,alternate_physical_sides_seed_46_base_115_mirrored,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_115,46,115,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_46_base_115_normal,alternate_physical_sides_seed_46_base_115_rotated,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_116,46,116,alternate_physical_sides,normal,mirrored,alternate_physical_sides_seed_46_base_116_normal,alternate_physical_sides_seed_46_base_116_mirrored,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_116,46,116,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_46_base_116_normal,alternate_physical_sides_seed_46_base_116_rotated,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_117,46,117,alternate_physical_sides,normal,mirrored,alternate_physical_sides_seed_46_base_117_normal,alternate_physical_sides_seed_46_base_117_mirrored,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_117,46,117,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_46_base_117_normal,alternate_physical_sides_seed_46_base_117_rotated,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_118,46,118,alternate_physical_sides,normal,mirrored,alternate_physical_sides_seed_46_base_118_normal,alternate_physical_sides_seed_46_base_118_mirrored,village,village,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_118,46,118,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_46_base_118_normal,alternate_physical_sides_seed_46_base_118_rotated,village,village,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_119,46,119,alternate_physical_sides,normal,mirrored,alternate_physical_sides_seed_46_base_119_normal,alternate_physical_sides_seed_46_base_119_mirrored,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_119,46,119,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_46_base_119_normal,alternate_physical_sides_seed_46_base_119_rotated,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_12,46,12,alternate_physical_sides,normal,mirrored,alternate_physical_sides_seed_46_base_12_normal,alternate_physical_sides_seed_46_base_12_mirrored,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_12,46,12,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_46_base_12_normal,alternate_physical_sides_seed_46_base_12_rotated,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_120,46,120,alternate_physical_sides,normal,mirrored,alternate_physical_sides_seed_46_base_120_normal,alternate_physical_sides_seed_46_base_120_mirrored,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_120,46,120,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_46_base_120_normal,alternate_physical_sides_seed_46_base_120_rotated,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_121,46,121,alternate_physical_sides,normal,mirrored,alternate_physical_sides_seed_46_base_121_normal,alternate_physical_sides_seed_46_base_121_mirrored,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_121,46,121,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_46_base_121_normal,alternate_physical_sides_seed_46_base_121_rotated,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_122,46,122,alternate_physical_sides,normal,mirrored,alternate_physical_sides_seed_46_base_122_normal,alternate_physical_sides_seed_46_base_122_mirrored,village,village,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_122,46,122,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_46_base_122_normal,alternate_physical_sides_seed_46_base_122_rotated,village,village,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_123,46,123,alternate_physical_sides,normal,mirrored,alternate_physical_sides_seed_46_base_123_normal,alternate_physical_sides_seed_46_base_123_mirrored,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_123,46,123,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_46_base_123_normal,alternate_physical_sides_seed_46_base_123_rotated,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_124,46,124,alternate_physical_sides,normal,mirrored,alternate_physical_sides_seed_46_base_124_normal,alternate_physical_sides_seed_46_base_124_mirrored,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_124,46,124,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_46_base_124_normal,alternate_physical_sides_seed_46_base_124_rotated,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_125,46,125,alternate_physical_sides,normal,mirrored,alternate_physical_sides_seed_46_base_125_normal,alternate_physical_sides_seed_46_base_125_mirrored,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_125,46,125,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_46_base_125_normal,alternate_physical_sides_seed_46_base_125_rotated,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_126,46,126,alternate_physical_sides,normal,mirrored,alternate_physical_sides_seed_46_base_126_normal,alternate_physical_sides_seed_46_base_126_mirrored,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_126,46,126,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_46_base_126_normal,alternate_physical_sides_seed_46_base_126_rotated,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_127,46,127,alternate_physical_sides,normal,mirrored,alternate_physical_sides_seed_46_base_127_normal,alternate_physical_sides_seed_46_base_127_mirrored,village,village,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_127,46,127,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_46_base_127_normal,alternate_physical_sides_seed_46_base_127_rotated,village,village,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_128,46,128,alternate_physical_sides,normal,mirrored,alternate_physical_sides_seed_46_base_128_normal,alternate_physical_sides_seed_46_base_128_mirrored,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_128,46,128,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_46_base_128_normal,alternate_physical_sides_seed_46_base_128_rotated,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_129,46,129,alternate_physical_sides,normal,mirrored,alternate_physical_sides_seed_46_base_129_normal,alternate_physical_sides_seed_46_base_129_mirrored,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_129,46,129,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_46_base_129_normal,alternate_physical_sides_seed_46_base_129_rotated,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_13,46,13,alternate_physical_sides,normal,mirrored,alternate_physical_sides_seed_46_base_13_normal,alternate_physical_sides_seed_46_base_13_mirrored,village,village,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_13,46,13,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_46_base_13_normal,alternate_physical_sides_seed_46_base_13_rotated,village,village,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_130,46,130,alternate_physical_sides,normal,mirrored,alternate_physical_sides_seed_46_base_130_normal,alternate_physical_sides_seed_46_base_130_mirrored,village,village,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_130,46,130,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_46_base_130_normal,alternate_physical_sides_seed_46_base_130_rotated,village,village,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_131,46,131,alternate_physical_sides,normal,mirrored,alternate_physical_sides_seed_46_base_131_normal,alternate_physical_sides_seed_46_base_131_mirrored,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_131,46,131,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_46_base_131_normal,alternate_physical_sides_seed_46_base_131_rotated,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_132,46,132,alternate_physical_sides,normal,mirrored,alternate_physical_sides_seed_46_base_132_normal,alternate_physical_sides_seed_46_base_132_mirrored,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_132,46,132,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_46_base_132_normal,alternate_physical_sides_seed_46_base_132_rotated,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_133,46,133,alternate_physical_sides,normal,mirrored,alternate_physical_sides_seed_46_base_133_normal,alternate_physical_sides_seed_46_base_133_mirrored,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_133,46,133,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_46_base_133_normal,alternate_physical_sides_seed_46_base_133_rotated,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_134,46,134,alternate_physical_sides,normal,mirrored,alternate_physical_sides_seed_46_base_134_normal,alternate_physical_sides_seed_46_base_134_mirrored,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_134,46,134,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_46_base_134_normal,alternate_physical_sides_seed_46_base_134_rotated,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_135,46,135,alternate_physical_sides,normal,mirrored,alternate_physical_sides_seed_46_base_135_normal,alternate_physical_sides_seed_46_base_135_mirrored,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_135,46,135,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_46_base_135_normal,alternate_physical_sides_seed_46_base_135_rotated,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_136,46,136,alternate_physical_sides,normal,mirrored,alternate_physical_sides_seed_46_base_136_normal,alternate_physical_sides_seed_46_base_136_mirrored,village,village,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_136,46,136,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_46_base_136_normal,alternate_physical_sides_seed_46_base_136_rotated,village,village,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_137,46,137,alternate_physical_sides,normal,mirrored,alternate_physical_sides_seed_46_base_137_normal,alternate_physical_sides_seed_46_base_137_mirrored,village,village,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_137,46,137,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_46_base_137_normal,alternate_physical_sides_seed_46_base_137_rotated,village,village,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_138,46,138,alternate_physical_sides,normal,mirrored,alternate_physical_sides_seed_46_base_138_normal,alternate_physical_sides_seed_46_base_138_mirrored,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_138,46,138,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_46_base_138_normal,alternate_physical_sides_seed_46_base_138_rotated,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_139,46,139,alternate_physical_sides,normal,mirrored,alternate_physical_sides_seed_46_base_139_normal,alternate_physical_sides_seed_46_base_139_mirrored,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_139,46,139,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_46_base_139_normal,alternate_physical_sides_seed_46_base_139_rotated,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_14,46,14,alternate_physical_sides,normal,mirrored,alternate_physical_sides_seed_46_base_14_normal,alternate_physical_sides_seed_46_base_14_mirrored,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_14,46,14,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_46_base_14_normal,alternate_physical_sides_seed_46_base_14_rotated,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_140,46,140,alternate_physical_sides,normal,mirrored,alternate_physical_sides_seed_46_base_140_normal,alternate_physical_sides_seed_46_base_140_mirrored,village,village,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_140,46,140,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_46_base_140_normal,alternate_physical_sides_seed_46_base_140_rotated,village,village,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_141,46,141,alternate_physical_sides,normal,mirrored,alternate_physical_sides_seed_46_base_141_normal,alternate_physical_sides_seed_46_base_141_mirrored,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_141,46,141,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_46_base_141_normal,alternate_physical_sides_seed_46_base_141_rotated,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_142,46,142,alternate_physical_sides,normal,mirrored,alternate_physical_sides_seed_46_base_142_normal,alternate_physical_sides_seed_46_base_142_mirrored,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_142,46,142,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_46_base_142_normal,alternate_physical_sides_seed_46_base_142_rotated,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_143,46,143,alternate_physical_sides,normal,mirrored,alternate_physical_sides_seed_46_base_143_normal,alternate_physical_sides_seed_46_base_143_mirrored,village,village,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_143,46,143,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_46_base_143_normal,alternate_physical_sides_seed_46_base_143_rotated,village,village,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_144,46,144,alternate_physical_sides,normal,mirrored,alternate_physical_sides_seed_46_base_144_normal,alternate_physical_sides_seed_46_base_144_mirrored,village,village,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_144,46,144,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_46_base_144_normal,alternate_physical_sides_seed_46_base_144_rotated,village,village,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_145,46,145,alternate_physical_sides,normal,mirrored,alternate_physical_sides_seed_46_base_145_normal,alternate_physical_sides_seed_46_base_145_mirrored,village,village,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_145,46,145,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_46_base_145_normal,alternate_physical_sides_seed_46_base_145_rotated,village,village,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_146,46,146,alternate_physical_sides,normal,mirrored,alternate_physical_sides_seed_46_base_146_normal,alternate_physical_sides_seed_46_base_146_mirrored,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_146,46,146,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_46_base_146_normal,alternate_physical_sides_seed_46_base_146_rotated,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_147,46,147,alternate_physical_sides,normal,mirrored,alternate_physical_sides_seed_46_base_147_normal,alternate_physical_sides_seed_46_base_147_mirrored,village,village,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_147,46,147,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_46_base_147_normal,alternate_physical_sides_seed_46_base_147_rotated,village,village,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_148,46,148,alternate_physical_sides,normal,mirrored,alternate_physical_sides_seed_46_base_148_normal,alternate_physical_sides_seed_46_base_148_mirrored,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_148,46,148,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_46_base_148_normal,alternate_physical_sides_seed_46_base_148_rotated,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_149,46,149,alternate_physical_sides,normal,mirrored,alternate_physical_sides_seed_46_base_149_normal,alternate_physical_sides_seed_46_base_149_mirrored,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_149,46,149,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_46_base_149_normal,alternate_physical_sides_seed_46_base_149_rotated,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_15,46,15,alternate_physical_sides,normal,mirrored,alternate_physical_sides_seed_46_base_15_normal,alternate_physical_sides_seed_46_base_15_mirrored,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_15,46,15,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_46_base_15_normal,alternate_physical_sides_seed_46_base_15_rotated,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_150,46,150,alternate_physical_sides,normal,mirrored,alternate_physical_sides_seed_46_base_150_normal,alternate_physical_sides_seed_46_base_150_mirrored,village,village,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_150,46,150,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_46_base_150_normal,alternate_physical_sides_seed_46_base_150_rotated,village,village,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_151,46,151,alternate_physical_sides,normal,mirrored,alternate_physical_sides_seed_46_base_151_normal,alternate_physical_sides_seed_46_base_151_mirrored,village,village,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_151,46,151,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_46_base_151_normal,alternate_physical_sides_seed_46_base_151_rotated,village,village,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_152,46,152,alternate_physical_sides,normal,mirrored,alternate_physical_sides_seed_46_base_152_normal,alternate_physical_sides_seed_46_base_152_mirrored,village,village,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_152,46,152,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_46_base_152_normal,alternate_physical_sides_seed_46_base_152_rotated,village,village,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_153,46,153,alternate_physical_sides,normal,mirrored,alternate_physical_sides_seed_46_base_153_normal,alternate_physical_sides_seed_46_base_153_mirrored,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_153,46,153,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_46_base_153_normal,alternate_physical_sides_seed_46_base_153_rotated,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_154,46,154,alternate_physical_sides,normal,mirrored,alternate_physical_sides_seed_46_base_154_normal,alternate_physical_sides_seed_46_base_154_mirrored,wolf,wolf,1,1,1,1,,none,none
alternate_physical_sides_seed_46_base_154,46,154,alternate_physical_sides,normal,rotated,alternate_physical_sides_seed_46_base_154_normal,alternate_physical_sides_seed_46_base_154_rotated,wolf,wolf,1,1,1,1,,none,none
