scenario_id,scenario_name,role,policy,adjusted_mean_actor_payoff,rank,scenario_winner
PS_13,downside_risk_averse,Hunter,highest_p_wolf,-0.53425889,3,False
PS_13,downside_risk_averse,Hunter,conservative_threshold,-0.64097985,4,False
PS_13,downside_risk_averse,Hunter,no_shot,-0.64778955,5,False
PS_13,downside_risk_averse,Hunter,random_shot,-0.67510261,6,False
PS_13,downside_risk_averse,Seer,immediate_reveal,-0.22980857,1,True
PS_13,downside_risk_averse,Seer,delayed_round_2,-0.28269135,2,False
PS_13,downside_risk_averse,Seer,reveal_first_wolf,-0.28762021,3,False
PS_13,downside_risk_averse,Seer,selective_useful_info,-0.28970920,4,False
PS_13,downside_risk_averse,Seer,under_threat,-0.30343189,5,False
PS_13,downside_risk_averse,Seer,private_only,-0.30789373,6,False
PS_13,downside_risk_averse,Witch,aggressive_full,-0.10575347,1,True
PS_13,downside_risk_averse,Witch,save_aggressive_poison_conservative,-0.22917767,2,False
PS_13,downside_risk_averse,Witch,reference,-0.23783137,3,False
PS_13,downside_risk_averse,Witch,risk_balanced,-0.24818366,4,False
PS_13,downside_risk_averse,Witch,save_conservative_poison_aggressive,-0.39528740,5,False
PS_13,downside_risk_averse,Witch,conservative_full,-0.57629020,6,False
PS_13,downside_risk_averse,Werewolf,reference,0.65500863,1,True
PS_13,downside_risk_averse,Werewolf,threat_adaptive,0.65500863,2,False
PS_13,downside_risk_averse,Werewolf,aggressive_kill_restrained_deception,0.56049743,3,False
PS_13,downside_risk_averse,Werewolf,minimal_deception,0.54915223,4,False
PS_13,downside_risk_averse,Werewolf,aggressive_false_accuse,0.54804467,5,False
PS_13,downside_risk_averse,Werewolf,deep_cover,0.02352658,6,False
PS_13,downside_risk_averse,Villager,trust_weighted,-0.16729930,1,True
PS_13,downside_risk_averse,Villager,guarded_herding,-0.32197389,2,False
PS_13,downside_risk_averse,Villager,suspicion_only,-0.41116607,3,False
PS_13,downside_risk_averse,Villager,reference,-0.41879478,4,False
PS_13,downside_risk_averse,Villager,p_wolf_only,-0.52967522,5,False
PS_13,downside_risk_averse,Villager,random_vote,-0.55630408,6,False
PS_14,risk_seeking,Hunter,highest_suspicion,-0.36030352,1,True
PS_14,risk_seeking,Hunter,reference,-0.36030352,2,False
PS_14,risk_seeking,Hunter,highest_p_wolf,-0.38567518,3,False
PS_14,risk_seeking,Hunter,conservative_threshold,-0.50778418,4,False
PS_14,risk_seeking,Hunter,no_shot,-0.51594385,5,False
PS_14,risk_seeking,Hunter,random_shot,-0.52436656,6,False
PS_14,risk_seeking,Seer,immediate_reveal,-0.10940724,1,True
PS_14,risk_seeking,Seer,delayed_round_2,-0.16183307,2,False
PS_14,risk_seeking,Seer,reveal_first_wolf,-0.16697419,3,False
PS_14,risk_seeking,Seer,selective_useful_info,-0.16907618,4,False
PS_14,risk_seeking,Seer,under_threat,-0.18279304,5,False
PS_14,risk_seeking,Seer,private_only,-0.18723499,6,False
PS_14,risk_seeking,Witch,aggressive_full,0.01711997,1,True
PS_14,risk_seeking,Witch,save_aggressive_poison_conservative,-0.11394941,2,False
PS_14,risk_seeking,Witch,reference,-0.11856833,3,False
PS_14,risk_seeking,Witch,risk_balanced,-0.13040772,4,False
PS_14,risk_seeking,Witch,save_conservative_poison_aggressive,-0.25908755,5,False
PS_14,risk_seeking,Witch,conservative_full,-0.45186562,6,False
PS_14,risk_seeking,Werewolf,reference,0.74422163,1,True
PS_14,risk_seeking,Werewolf,threat_adaptive,0.74422163,2,False
PS_14,risk_seeking,Werewolf,aggressive_kill_restrained_deception,0.65569411,3,False
PS_14,risk_seeking,Werewolf,minimal_deception,0.64516410,4,False
PS_14,risk_seeking,Werewolf,aggressive_false_accuse,0.64345163,5,False
PS_14,risk_seeking,Werewolf,deep_cover,0.13474826,6,False
PS_14,risk_seeking,Villager,trust_weighted,-0.04180640,1,True
PS_14,risk_seeking,Villager,guarded_herding,-0.19432782,2,False
PS_14,risk_seeking,Villager,suspicion_only,-0.28232412,3,False
PS_14,risk_seeking,Villager,reference,-0.29045859,4,False
PS_14,risk_seeking,Villager,p_wolf_only,-0.40095930,5,False
PS_14,risk_seeking,Villager,random_vote,-0.42888897,6,False
