module,policy,group_key,group_value,game_count,village_win_rate,wolf_win_rate,mean_actor_payoff
villager,reference,leave_one_seed,834,950,0.2810526315789474,0.7189473684210527,-0.35701315789473687
villager,trust_weighted,leave_one_seed,834,950,0.3547368421052632,0.6452631578947369,-0.19434210526315793
villager,reference,leave_one_seed,835,950,0.2894736842105263,0.7105263157894737,-0.3393684210526316
villager,trust_weighted,leave_one_seed,835,950,0.3526315789473684,0.6473684210526316,-0.1993026315789474
villager,reference,leave_one_seed,836,950,0.28842105263157897,0.7115789473684211,-0.3410526315789474
villager,trust_weighted,leave_one_seed,836,950,0.36,0.64,-0.18263157894736845
villager,reference,leave_one_seed,837,950,0.29578947368421055,0.7042105263157895,-0.32626315789473687
villager,trust_weighted,leave_one_seed,837,950,0.35789473684210527,0.6421052631578947,-0.18793421052631581
villager,reference,leave_one_seed,838,950,0.28526315789473683,0.7147368421052631,-0.3483947368421053
villager,trust_weighted,leave_one_seed,838,950,0.3526315789473684,0.6473684210526316,-0.19819736842105265
villager,reference,leave_one_seed,839,950,0.29473684210526313,0.7052631578947368,-0.3284078947368421
villager,trust_weighted,leave_one_seed,839,950,0.36210526315789476,0.6378947368421053,-0.1790921052631579
seer,private_only,leave_one_seed,820,950,0.28421052631578947,0.7157894736842105,-0.2686315789473684
seer,immediate_reveal,leave_one_seed,820,950,0.31684210526315787,0.6831578947368421,-0.19984210526315788
seer,private_only,leave_one_seed,821,950,0.2863157894736842,0.7136842105263158,-0.2636842105263158
seer,immediate_reveal,leave_one_seed,821,950,0.3178947368421053,0.6821052631578948,-0.19694736842105262
seer,private_only,leave_one_seed,822,950,0.28526315789473683,0.7147368421052631,-0.2654736842105263
seer,immediate_reveal,leave_one_seed,822,950,0.3178947368421053,0.6821052631578948,-0.19694736842105262
seer,private_only,leave_one_seed,823,950,0.2926315789473684,0.7073684210526315,-0.25105263157894736
seer,immediate_reveal,leave_one_seed,823,950,0.3231578947368421,0.6768421052631579,-0.18663157894736843
seer,private_only,leave_one_seed,824,950,0.2873684210526316,0.7126315789473684,-0.26263157894736844
seer,immediate_reveal,leave_one_seed,824,950,0.31684210526315787,0.6831578947368421,-0.20021052631578945
seer,private_only,leave_one_seed,825,950,0.2863157894736842,0.7136842105263158,-0.26594736842105265
seer,immediate_reveal,leave_one_seed,825,950,0.32,0.68,-0.1957894736842105
seer,private_only,leave_one_seed,826,950,0.29157894736842105,0.708421052631579,-0.2544736842105263
seer,immediate_reveal,leave_one_seed,826,950,0.3231578947368421,0.6768421052631579,-0.18789473684210525
seer,private_only,leave_one_seed,827,950,0.2810526315789474,0.7189473684210527,-0.27568421052631575
seer,immediate_reveal,leave_one_seed,827,950,0.3094736842105263,0.6905263157894737,-0.21563157894736842
seer,private_only,leave_one_seed,828,950,0.2831578947368421,0.716842105263158,-0.27021052631578946
seer,immediate_reveal,leave_one_seed,828,950,0.32210526315789473,0.6778947368421052,-0.1887894736842105
seer,private_only,leave_one_seed,829,950,0.2873684210526316,0.7126315789473684,-0.2632631578947368
seer,immediate_reveal,leave_one_seed,829,950,0.31894736842105265,0.6810526315789474,-0.19647368421052633
seer,private_only,leave_one_seed,830,950,0.28210526315789475,0.7178947368421053,-0.2728421052631579
seer,immediate_reveal,leave_one_seed,830,950,0.31684210526315787,0.6831578947368421,-0.19984210526315788
seer,private_only,leave_one_seed,831,950,0.2810526315789474,0.7189473684210527,-0.2755263157894737
seer,immediate_reveal,leave_one_seed,831,950,0.31473684210526315,0.6852631578947368,-0.20510526315789473
seer,private_only,leave_one_seed,832,950,0.28842105263157897,0.7115789473684211,-0.25973684210526315
seer,immediate_reveal,leave_one_seed,832,950,0.3157894736842105,0.6842105263157895,-0.20173684210526316
