task,context,model,feature,importance,signed_weight
identity_prediction,seer_candidate_states,logistic_regression_stdlib,candidate_public_role_known,0.0,0.0
identity_prediction,seer_candidate_states,logistic_regression_stdlib,candidate_vote_switch_count,0.0,0.0
identity_prediction,seer_candidate_states,logistic_regression_stdlib,candidate_known_wolf_to_actor,0.0,0.0
identity_prediction,seer_candidate_states,logistic_regression_stdlib,candidate_known_village_to_actor,0.0,0.0
identity_prediction,seer_candidate_states,logistic_regression_stdlib,candidate_current_vote_count,0.0,0.0
identity_prediction,seer_candidate_states,logistic_regression_stdlib,current_vote_total,0.0,0.0
identity_prediction,village_vote_candidate_states,logistic_regression_stdlib,candidate_made_accusations,0.5780563772394399,0.5780563772394399
identity_prediction,village_vote_candidate_states,logistic_regression_stdlib,candidate_received_accusations,0.32718490624978835,-0.32718490624978835
identity_prediction,village_vote_candidate_states,logistic_regression_stdlib,candidate_wrong_accusation_count,0.31821620006139545,0.31821620006139545
identity_prediction,village_vote_candidate_states,logistic_regression_stdlib,alive_count,0.11349018720578341,-0.11349018720578341
identity_prediction,village_vote_candidate_states,logistic_regression_stdlib,candidate_current_vote_count,0.09683498227384255,0.09683498227384255
identity_prediction,village_vote_candidate_states,logistic_regression_stdlib,candidate_conflict_with_actor,0.09416412520705618,0.09416412520705618
identity_prediction,village_vote_candidate_states,logistic_regression_stdlib,candidate_physical_seat_numeric,0.07952970480084616,0.07952970480084616
identity_prediction,village_vote_candidate_states,logistic_regression_stdlib,candidate_was_previously_targeted_by_actor,0.07293839180955257,0.07293839180955257
identity_prediction,village_vote_candidate_states,logistic_regression_stdlib,candidate_trust_from_actor,0.06724239011364623,-0.06724239011364623
identity_prediction,village_vote_candidate_states,logistic_regression_stdlib,candidate_side_is_left,0.05948086624048888,-0.05948086624048888
identity_prediction,village_vote_candidate_states,logistic_regression_stdlib,candidate_role_claim_count,0.05932970462333291,-0.05932970462333291
identity_prediction,village_vote_candidate_states,logistic_regression_stdlib,candidate_special_role_claim_count,0.05932970462333291,-0.05932970462333291
identity_prediction,village_vote_candidate_states,logistic_regression_stdlib,dead_count,0.05545758128013959,-0.05545758128013959
identity_prediction,village_vote_candidate_states,logistic_regression_stdlib,public_revealed_role_count,0.05545758128013959,-0.05545758128013959
identity_prediction,village_vote_candidate_states,logistic_regression_stdlib,number_of_previous_eliminations,0.05545758128013959,-0.05545758128013959
identity_prediction,village_vote_candidate_states,logistic_regression_stdlib,candidate_defense_count,0.05099487190931677,-0.05099487190931677
identity_prediction,village_vote_candidate_states,logistic_regression_stdlib,candidate_public_influence_proxy,0.04798279288537931,-0.04798279288537931
identity_prediction,village_vote_candidate_states,logistic_regression_stdlib,round_number,0.0350095968390435,-0.0350095968390435
identity_prediction,village_vote_candidate_states,logistic_regression_stdlib,actor_previous_speeches_made,0.0350095968390435,-0.0350095968390435
identity_prediction,village_vote_candidate_states,logistic_regression_stdlib,candidate_speech_count,0.0350095968390435,-0.0350095968390435
identity_prediction,village_vote_candidate_states,logistic_regression_stdlib,candidate_survival_proxy,0.03263480512137715,-0.03263480512137715
identity_prediction,village_vote_candidate_states,logistic_regression_stdlib,candidate_vote_received_count,0.025946392092671616,-0.025946392092671616
identity_prediction,village_vote_candidate_states,logistic_regression_stdlib,candidate_distance_from_actor,0.025516764973356195,0.025516764973356195
identity_prediction,village_vote_candidate_states,logistic_regression_stdlib,candidate_support_from_actor,0.01837200025340938,-0.01837200025340938
identity_prediction,village_vote_candidate_states,logistic_regression_stdlib,actor_previous_votes_made,0.018114819990451198,-0.018114819990451198
identity_prediction,village_vote_candidate_states,logistic_regression_stdlib,candidate_vote_made_count,0.018114819990451198,-0.018114819990451198
identity_prediction,village_vote_candidate_states,logistic_regression_stdlib,phase_is_day,0.016894776848592283,-0.016894776848592283
identity_prediction,village_vote_candidate_states,logistic_regression_stdlib,decision_type_is_day_vote,0.016894776848592283,-0.016894776848592283
identity_prediction,village_vote_candidate_states,logistic_regression_stdlib,actor_team_is_village,0.016894776848592283,-0.016894776848592283
identity_prediction,village_vote_candidate_states,logistic_regression_stdlib,candidate_alive,0.016894776848592283,-0.016894776848592283
identity_prediction,village_vote_candidate_states,logistic_regression_stdlib,candidate_suspicion_score,0.0153454891381241,0.0153454891381241
identity_prediction,village_vote_candidate_states,logistic_regression_stdlib,candidate_p_wolf,0.01382507025583097,0.01382507025583097
identity_prediction,village_vote_candidate_states,logistic_regression_stdlib,candidate_checked_by_actor_status,0.01077877286139366,0.01077877286139366
identity_prediction,village_vote_candidate_states,logistic_regression_stdlib,candidate_uncertainty_proxy,0.010126498052046342,0.010126498052046342
identity_prediction,village_vote_candidate_states,logistic_regression_stdlib,current_vote_total,0.009767502827755185,0.009767502827755185
identity_prediction,village_vote_candidate_states,logistic_regression_stdlib,actor_p_wolf,0.007207098164613701,-0.007207098164613701
identity_prediction,village_vote_candidate_states,logistic_regression_stdlib,candidate_known_wolf_to_actor,0.006807535171527603,0.006807535171527603
identity_prediction,village_vote_candidate_states,logistic_regression_stdlib,public_information_entropy_proxy,0.005354141711700946,-0.005354141711700946
identity_prediction,village_vote_candidate_states,logistic_regression_stdlib,candidate_known_village_to_actor,0.003971237689866067,-0.003971237689866067
identity_prediction,village_vote_candidate_states,logistic_regression_stdlib,candidate_vote_switch_count,0.002187286759177986,0.002187286759177986
identity_prediction,village_vote_candidate_states,logistic_regression_stdlib,actor_suspicion_score,0.0007917920064294702,-0.0007917920064294702
identity_prediction,village_vote_candidate_states,logistic_regression_stdlib,candidate_seat_is_edge,3.82214938159015e-05,-3.82214938159015e-05
identity_prediction,village_vote_candidate_states,logistic_regression_stdlib,phase_is_night,0.0,0.0
identity_prediction,village_vote_candidate_states,logistic_regression_stdlib,decision_type_is_seer_check,0.0,0.0
identity_prediction,village_vote_candidate_states,logistic_regression_stdlib,decision_type_is_wolf_kill,0.0,0.0
identity_prediction,village_vote_candidate_states,logistic_regression_stdlib,actor_team_is_wolf,0.0,0.0
identity_prediction,village_vote_candidate_states,logistic_regression_stdlib,number_of_public_check_results,0.0,0.0
identity_prediction,village_vote_candidate_states,logistic_regression_stdlib,actor_risk_conservative,0.0,0.0
identity_prediction,village_vote_candidate_states,logistic_regression_stdlib,actor_risk_aggressive,0.0,0.0
identity_prediction,village_vote_candidate_states,logistic_regression_stdlib,actor_known_teammate_count,0.0,0.0
identity_prediction,village_vote_candidate_states,logistic_regression_stdlib,candidate_public_role_known,0.0,0.0
identity_prediction,village_vote_candidate_states,logistic_regression_stdlib,candidate_search_coverage_bonus,0.0,0.0
