experiment_component,num_pairs,num_games,exact_replay_match_rate,physical_mirror_match_rate,strategy_mirror_action_sequence_match_rate,first_check_mirror_match_rate,full_check_sequence_mirror_match_rate,vote_sequence_mirror_match_rate,speech_sequence_mirror_match_rate,winner_match_rate,final_alive_set_match_rate,avg_reference_action_count,avg_replay_action_count,village_win_rate,wolf_win_rate,avg_total_rounds,avg_total_seer_checks
physical_mirror_replay,2500,2500,1.0,1.0,,,,,,1.0,1.0,53.4348,53.4348,0.4128,0.5872,3.4244,2.6004
