decision_id,observation_id,game_id,seed,base_game_index,behavioral_regime_id,split_name,split_level,decision_type,actor_uid,candidate_uid,continuation_policy_id,rollout_seed,full_rollout_winner,full_rollout_team_win,full_rollout_village_win,full_rollout_wolf_win,full_rollout_total_rounds,full_rollout_target_role,full_rollout_target_is_wolf,full_rollout_target_is_special,full_rollout_witch_save_occurred,full_rollout_hunter_retaliation_occurred,full_rollout_found_wolf_by_check_2,full_rollout_found_wolf_by_check_3,full_rollout_total_wolves_found,full_rollout_seer_survived,full_rollout_forced_vote_contributed,full_rollout_eliminated_role,full_rollout_alive_wolves,full_rollout_alive_villagers
ee3414b095b559cbd8e8ef9b31eaa3a84778a28c72c520bba0c6e853bba200fe,43c89d95780b2a183eb8d938958a7672586347dac14c1b455019e931aa19c4fe,baseline_rule_policy_seed_42_game_1_wolf_kill,42,1,baseline_rule_policy,train,A_in_distribution,wolf_kill,1,6,mixed_rule_policy,3632303885,wolf,1,0,1,4,hunter,0,1,0,1,1,1,1,0,0,villager,1,1
ee3414b095b559cbd8e8ef9b31eaa3a84778a28c72c520bba0c6e853bba200fe,43c89d95780b2a183eb8d938958a7672586347dac14c1b455019e931aa19c4fe,baseline_rule_policy_seed_42_game_1_wolf_kill,42,1,baseline_rule_policy,train,A_in_distribution,wolf_kill,1,6,seat_order_neutral_policy,2705754570,wolf,1,0,1,2,hunter,0,1,1,0,0,0,0,1,0,villager,3,3
ee3414b095b559cbd8e8ef9b31eaa3a84778a28c72c520bba0c6e853bba200fe,43c89d95780b2a183eb8d938958a7672586347dac14c1b455019e931aa19c4fe,baseline_rule_policy_seed_42_game_1_wolf_kill,42,1,baseline_rule_policy,train,A_in_distribution,wolf_kill,1,6,speech_and_herding_policy,3675575417,village,0,1,0,3,hunter,0,1,0,1,1,1,1,0,0,werewolf,0,3
ee3414b095b559cbd8e8ef9b31eaa3a84778a28c72c520bba0c6e853bba200fe,43c89d95780b2a183eb8d938958a7672586347dac14c1b455019e931aa19c4fe,baseline_rule_policy_seed_42_game_1_wolf_kill,42,1,baseline_rule_policy,train,A_in_distribution,wolf_kill,1,6,deception_enabled_policy,2782651524,village,0,1,0,4,hunter,0,1,1,0,0,0,0,0,0,werewolf,0,3
ee3414b095b559cbd8e8ef9b31eaa3a84778a28c72c520bba0c6e853bba200fe,43c89d95780b2a183eb8d938958a7672586347dac14c1b455019e931aa19c4fe,baseline_rule_policy_seed_42_game_1_wolf_kill,42,1,baseline_rule_policy,train,A_in_distribution,wolf_kill,1,6,risk_heterogeneous_policy,1903258190,wolf,1,0,1,4,hunter,0,1,0,1,1,1,1,0,0,villager,1,1
ee3414b095b559cbd8e8ef9b31eaa3a84778a28c72c520bba0c6e853bba200fe,43c89d95780b2a183eb8d938958a7672586347dac14c1b455019e931aa19c4fe,baseline_rule_policy_seed_42_game_1_wolf_kill,42,1,baseline_rule_policy,train,A_in_distribution,wolf_kill,1,7,baseline_rule_policy,2600797911,village,0,1,0,4,villager,0,0,1,0,0,0,0,0,0,werewolf,0,2
ee3414b095b559cbd8e8ef9b31eaa3a84778a28c72c520bba0c6e853bba200fe,43c89d95780b2a183eb8d938958a7672586347dac14c1b455019e931aa19c4fe,baseline_rule_policy_seed_42_game_1_wolf_kill,42,1,baseline_rule_policy,train,A_in_distribution,wolf_kill,1,7,randomized_legal_policy,2780208139,wolf,1,0,1,2,villager,0,0,0,0,1,1,1,1,0,villager,3,3
ee3414b095b559cbd8e8ef9b31eaa3a84778a28c72c520bba0c6e853bba200fe,43c89d95780b2a183eb8d938958a7672586347dac14c1b455019e931aa19c4fe,baseline_rule_policy_seed_42_game_1_wolf_kill,42,1,baseline_rule_policy,train,A_in_distribution,wolf_kill,1,7,mixed_rule_policy,634624433,village,0,1,0,3,villager,0,0,1,0,1,1,2,0,0,werewolf,0,4
ee3414b095b559cbd8e8ef9b31eaa3a84778a28c72c520bba0c6e853bba200fe,43c89d95780b2a183eb8d938958a7672586347dac14c1b455019e931aa19c4fe,baseline_rule_policy_seed_42_game_1_wolf_kill,42,1,baseline_rule_policy,train,A_in_distribution,wolf_kill,1,7,seat_order_neutral_policy,2282250632,wolf,1,0,1,2,villager,0,0,0,1,0,0,0,1,1,villager,3,3
ee3414b095b559cbd8e8ef9b31eaa3a84778a28c72c520bba0c6e853bba200fe,43c89d95780b2a183eb8d938958a7672586347dac14c1b455019e931aa19c4fe,baseline_rule_policy_seed_42_game_1_wolf_kill,42,1,baseline_rule_policy,train,A_in_distribution,wolf_kill,1,7,speech_and_herding_policy,1628352457,village,0,1,0,2,villager,0,0,1,0,1,1,1,0,0,werewolf,0,6
ee3414b095b559cbd8e8ef9b31eaa3a84778a28c72c520bba0c6e853bba200fe,43c89d95780b2a183eb8d938958a7672586347dac14c1b455019e931aa19c4fe,baseline_rule_policy_seed_42_game_1_wolf_kill,42,1,baseline_rule_policy,train,A_in_distribution,wolf_kill,1,7,deception_enabled_policy,2944774932,wolf,1,0,1,4,villager,0,0,1,0,0,0,0,0,1,villager,2,2
