behavioral_regime_id,distribution_shift_category,existing_rule_target,failure_reason,matched_set_id,policy_name,round,seed,selected_target,selected_target_role,top_two_predicted_value_margin
weak_village_information,strong_shift,8,strong_distribution_shift,seed_102_base_1_regime_weak_village_information,frozen_ml,3,102,8,hunter,0.011976492985017906
weak_village_information,strong_shift,7,strong_distribution_shift,seed_102_base_1_regime_weak_village_information,frozen_hybrid_50_50,2,102,8,hunter,0.0026212130995936223
weak_village_information,strong_shift,6,strong_distribution_shift,seed_102_base_1_regime_weak_village_information,frozen_hybrid_50_50,3,102,3,villager,0.020185206622919005
weak_village_information,strong_shift,8,strong_distribution_shift,seed_102_base_1_regime_weak_village_information,frozen_ml_epsilon_010,3,102,8,hunter,0.011976492985017906
mixed_seer_strategy,strong_shift,8,strong_distribution_shift,seed_102_base_1_regime_mixed_seer_strategy,frozen_ml,3,102,8,seer,0.018411728112087244
mixed_seer_strategy,strong_shift,10,strong_distribution_shift,seed_102_base_1_regime_mixed_seer_strategy,frozen_ml,4,102,4,villager,0.010451765882450337
mixed_seer_strategy,mild_shift,8,policy_lost_existing_won,seed_102_base_1_regime_mixed_seer_strategy,frozen_hybrid_50_50,1,102,3,villager,0.0059941611868955524
mixed_seer_strategy,mild_shift,8,policy_lost_existing_won,seed_102_base_1_regime_mixed_seer_strategy,frozen_hybrid_50_50,2,102,7,villager,0.01334295756758841
mixed_seer_strategy,strong_shift,8,policy_lost_existing_won,seed_102_base_1_regime_mixed_seer_strategy,frozen_hybrid_50_50,3,102,6,villager,0.018411728112087244
mixed_seer_strategy,strong_shift,8,policy_lost_existing_won,seed_102_base_1_regime_mixed_seer_strategy,frozen_hybrid_50_50,4,102,8,seer,0.01606049403691745
mixed_seer_strategy,strong_shift,8,strong_distribution_shift,seed_102_base_1_regime_mixed_seer_strategy,frozen_ml_epsilon_010,3,102,8,seer,0.018411728112087244
mixed_seer_strategy,strong_shift,10,strong_distribution_shift,seed_102_base_1_regime_mixed_seer_strategy,frozen_ml_epsilon_010,4,102,4,villager,0.010451765882450337
mixed_voting_strategy,in_distribution,7,policy_lost_existing_won,seed_102_base_1_regime_mixed_voting_strategy,frozen_ml,1,102,7,seer,0.006335144303885487
mixed_voting_strategy,strong_shift,2,policy_lost_existing_won,seed_102_base_1_regime_mixed_voting_strategy,frozen_ml,2,102,10,villager,0.0035725263764144755
mixed_voting_strategy,strong_shift,2,policy_lost_existing_won,seed_102_base_1_regime_mixed_voting_strategy,frozen_ml,3,102,10,villager,0.00399136969344871
mixed_voting_strategy,strong_shift,2,policy_lost_existing_won,seed_102_base_1_regime_mixed_voting_strategy,frozen_ml,4,102,2,witch,0.00252918465506613
mixed_voting_strategy,strong_shift,2,strong_distribution_shift,seed_102_base_1_regime_mixed_voting_strategy,frozen_hybrid_50_50,2,102,1,villager,0.0035725263764144755
mixed_voting_strategy,strong_shift,2,strong_distribution_shift,seed_102_base_1_regime_mixed_voting_strategy,frozen_hybrid_50_50,3,102,2,witch,0.00399136969344871
mixed_voting_strategy,strong_shift,2,strong_distribution_shift,seed_102_base_1_regime_mixed_voting_strategy,frozen_ml_epsilon_010,2,102,10,villager,0.0035725263764144755
mixed_voting_strategy,strong_shift,2,strong_distribution_shift,seed_102_base_1_regime_mixed_voting_strategy,frozen_ml_epsilon_010,3,102,1,villager,0.00399136969344871
mixed_wolf_deception_strategy,strong_shift,4,strong_distribution_shift,seed_102_base_1_regime_mixed_wolf_deception_strategy,frozen_ml,2,102,7,villager,0.0142285183050741
mixed_wolf_deception_strategy,strong_shift,4,strong_distribution_shift,seed_102_base_1_regime_mixed_wolf_deception_strategy,frozen_hybrid_50_50,2,102,7,villager,0.0142285183050741
mixed_wolf_deception_strategy,strong_shift,4,strong_distribution_shift,seed_102_base_1_regime_mixed_wolf_deception_strategy,frozen_ml_epsilon_010,2,102,7,villager,0.0142285183050741
baseline_speech_enabled,in_distribution,4,policy_lost_existing_won,seed_103_base_1_regime_baseline_speech_enabled,frozen_ml,1,103,6,villager,0.004727861991914328
baseline_speech_enabled,strong_shift,4,policy_lost_existing_won,seed_103_base_1_regime_baseline_speech_enabled,frozen_ml,2,103,6,villager,0.0031987185863497913
baseline_speech_enabled,strong_shift,4,policy_lost_existing_won,seed_103_base_1_regime_baseline_speech_enabled,frozen_ml,3,103,4,seer,0.0014183553392598247
baseline_speech_enabled,strong_shift,9,policy_lost_existing_won,seed_103_base_1_regime_baseline_speech_enabled,frozen_ml,4,103,9,hunter,0.014731902412001396
baseline_speech_enabled,strong_shift,4,strong_distribution_shift,seed_103_base_1_regime_baseline_speech_enabled,frozen_hybrid_50_50,2,103,8,villager,0.0031987185863497913
baseline_speech_enabled,strong_shift,4,strong_distribution_shift,seed_103_base_1_regime_baseline_speech_enabled,frozen_hybrid_50_50,3,103,4,seer,0.0018657570329410067
baseline_speech_enabled,strong_shift,9,strong_distribution_shift,seed_103_base_1_regime_baseline_speech_enabled,frozen_hybrid_50_50,4,103,9,hunter,0.006164652745390464
