accuracy,dataset_split,macro_f1,model_name,n_rows,per_class_recall_json,weighted_f1
1.0,train,1.0,multinomial_nb_bow,16251,"{""accusation"": 1.0, ""coordination"": 1.0, ""counter_claim"": 1.0, ""defense"": 1.0, ""deflection"": 1.0, ""false_accusation"": 1.0, ""hunter_claim"": 1.0, ""information_report"": 1.0, ""neutral_statement"": 1.0, ""self_defense"": 1.0, ""strong_accusation"": 1.0, ""trust_building"": 1.0, ""trust_support"": 1.0, ""uncertainty"": 1.0, ""vote_explanation"": 1.0, ""vote_request"": 1.0, ""witch_claim"": 1.0}",1.0
1.0,validation,1.0,multinomial_nb_bow,4129,"{""accusation"": 1.0, ""coordination"": 1.0, ""counter_claim"": 1.0, ""defense"": 1.0, ""deflection"": 1.0, ""false_accusation"": 1.0, ""hunter_claim"": 1.0, ""information_report"": 1.0, ""neutral_statement"": 1.0, ""self_defense"": 1.0, ""trust_building"": 1.0, ""trust_support"": 1.0, ""uncertainty"": 1.0, ""vote_explanation"": 1.0, ""vote_request"": 1.0, ""witch_claim"": 1.0}",1.0
1.0,final_test,1.0,multinomial_nb_bow,8190,"{""accusation"": 1.0, ""coordination"": 1.0, ""counter_claim"": 1.0, ""defense"": 1.0, ""deflection"": 1.0, ""false_accusation"": 1.0, ""hunter_claim"": 1.0, ""information_report"": 1.0, ""neutral_statement"": 1.0, ""self_defense"": 1.0, ""strong_accusation"": 1.0, ""trust_support"": 1.0, ""uncertainty"": 1.0, ""vote_explanation"": 1.0, ""vote_request"": 1.0, ""witch_claim"": 1.0}",1.0
0.0,ood_template,0.0,multinomial_nb_bow,2044,"{""accusation"": 0.0, ""coordination"": 0.0, ""counter_claim"": 0.0, ""defense"": 0.0, ""deflection"": 0.0, ""false_accusation"": 0.0, ""hunter_claim"": 0.0, ""information_report"": 0.0, ""neutral_statement"": 0.0, ""self_defense"": 0.0, ""strong_accusation"": 0.0, ""trust_building"": 0.0, ""trust_support"": 0.0, ""uncertainty"": 0.0, ""vote_explanation"": 0.0, ""vote_request"": 0.0, ""witch_claim"": 0.0}",0.0
0.9102990033222591,ood_regime,0.8523035230352304,multinomial_nb_bow,2107,"{""accusation"": 1.0, ""coordination"": 1.0, ""counter_claim"": 1.0, ""defense"": 1.0, ""deflection"": 1.0, ""false_accusation"": 1.0, ""false_role_claim"": 0.0, ""hunter_claim"": 1.0, ""information_report"": 1.0, ""last_words"": 0.0, ""neutral_statement"": 1.0, ""self_defense"": 1.0, ""trust_building"": 1.0, ""trust_support"": 1.0, ""uncertainty"": 1.0, ""vote_explanation"": 1.0, ""vote_request"": 1.0, ""witch_claim"": 1.0}",0.8949841990114253
