ablation_final_test_roc_auc,auc_change,baseline_final_test_roc_auc,comparison,dependency_flag
0.7551878213815656,0.0004663313640089761,0.7547214900175566,remove_direct_role_words_vs_bow_only_unigram_bigram,False
0.7551699100660815,0.00044842004852485573,0.7547214900175566,remove_player_placeholders_vs_bow_only_unigram_bigram,False
0.7547245342332318,3.044215675207518e-06,0.7547214900175566,remove_explicit_accusation_verbs_vs_bow_only_unigram_bigram,False
0.754714976811926,-6.51320563060942e-06,0.7547214900175566,remove_deception_specific_terms_vs_bow_only_unigram_bigram,False
0.7561226079809849,0.0014011179634282334,0.7547214900175566,unigram_only_vs_bow_only_unigram_bigram,False
0.7627231047261873,0.0080016147086307,0.7547214900175566,core_lexicon_only_vs_bow_only_unigram_bigram,False
