alive_villagers,alive_wolves,behavioral_regime_id,branch_policy,continuation_policy_id,distribution_shift_category,forced_candidate_player_id,forced_candidate_role,forced_candidate_uid,hunter_retaliation_occurred,ml_advantage_over_existing,rollout_index,rollout_seed,round,seed,source_decision_id,source_game_id,target_is_special,target_role,top_two_predicted_value_margin,total_rounds,village_win,winner,witch_save_occurred,wolf_team_win,wolf_win
1,1,baseline_speech_enabled,frozen_ml_forced_once,stage2b_existing_rule_after_forced_action,strong_shift,4,,4,0,0.0,1,2086309146,4,234,stage2b_seed_234_base_1_regime_baseline_speech_enabled_policy_existing_with_ml_shadow_round_4_decision_4,stage2b_seed_234_base_1_regime_baseline_speech_enabled_policy_existing_with_ml_shadow,0,villager,0.003575439512814804,5,0,wolf,1,1,1
1,1,herding_enabled,existing_rule_forced_once,stage2b_existing_rule_after_forced_action,mild_shift,10,,10,1,0.0,0,3365033096,2,225,stage2b_seed_225_base_1_regime_herding_enabled_policy_existing_with_ml_shadow_round_2_decision_2,stage2b_seed_225_base_1_regime_herding_enabled_policy_existing_with_ml_shadow,1,seer,0.009789144881778955,4,0,wolf,1,1,1
2,2,herding_enabled,existing_rule_forced_once,stage2b_existing_rule_after_forced_action,mild_shift,10,,10,1,0.0,1,997632714,2,225,stage2b_seed_225_base_1_regime_herding_enabled_policy_existing_with_ml_shadow_round_2_decision_2,stage2b_seed_225_base_1_regime_herding_enabled_policy_existing_with_ml_shadow,1,seer,0.009789144881778955,3,0,wolf,1,1,1
2,0,herding_enabled,frozen_ml_forced_once,stage2b_existing_rule_after_forced_action,mild_shift,7,,7,1,0.0,0,875548273,2,225,stage2b_seed_225_base_1_regime_herding_enabled_policy_existing_with_ml_shadow_round_2_decision_2,stage2b_seed_225_base_1_regime_herding_enabled_policy_existing_with_ml_shadow,1,hunter,0.009789144881778955,4,1,village,1,0,0
1,1,herding_enabled,frozen_ml_forced_once,stage2b_existing_rule_after_forced_action,mild_shift,7,,7,1,0.0,1,640593039,2,225,stage2b_seed_225_base_1_regime_herding_enabled_policy_existing_with_ml_shadow_round_2_decision_2,stage2b_seed_225_base_1_regime_herding_enabled_policy_existing_with_ml_shadow,1,hunter,0.009789144881778955,4,0,wolf,1,1,1
1,1,speech_disabled,existing_rule_forced_once,stage2b_existing_rule_after_forced_action,mild_shift,10,,10,1,0.0,0,3081538439,3,220,stage2b_seed_220_base_1_regime_speech_disabled_policy_existing_with_ml_shadow_round_3_decision_3,stage2b_seed_220_base_1_regime_speech_disabled_policy_existing_with_ml_shadow,1,witch,0.03135864683204492,4,0,wolf,1,1,1
2,0,speech_disabled,existing_rule_forced_once,stage2b_existing_rule_after_forced_action,mild_shift,10,,10,1,0.0,1,3308391470,3,220,stage2b_seed_220_base_1_regime_speech_disabled_policy_existing_with_ml_shadow_round_3_decision_3,stage2b_seed_220_base_1_regime_speech_disabled_policy_existing_with_ml_shadow,1,witch,0.03135864683204492,4,1,village,1,0,0
1,1,speech_disabled,frozen_ml_forced_once,stage2b_existing_rule_after_forced_action,mild_shift,3,,3,1,0.0,0,3346153664,3,220,stage2b_seed_220_base_1_regime_speech_disabled_policy_existing_with_ml_shadow_round_3_decision_3,stage2b_seed_220_base_1_regime_speech_disabled_policy_existing_with_ml_shadow,1,hunter,0.03135864683204492,4,0,wolf,1,1,1
1,1,speech_disabled,frozen_ml_forced_once,stage2b_existing_rule_after_forced_action,mild_shift,3,,3,1,0.0,1,1356145616,3,220,stage2b_seed_220_base_1_regime_speech_disabled_policy_existing_with_ml_shadow_round_3_decision_3,stage2b_seed_220_base_1_regime_speech_disabled_policy_existing_with_ml_shadow,1,hunter,0.03135864683204492,4,0,wolf,1,1,1
2,2,herding_enabled,existing_rule_forced_once,stage2b_existing_rule_after_forced_action,strong_shift,8,,8,0,0.0,0,1899220181,3,239,stage2b_seed_239_base_1_regime_herding_enabled_policy_existing_with_ml_shadow_round_3_decision_3,stage2b_seed_239_base_1_regime_herding_enabled_policy_existing_with_ml_shadow,1,witch,0.0023448781273086583,4,0,wolf,1,1,1
2,2,herding_enabled,existing_rule_forced_once,stage2b_existing_rule_after_forced_action,strong_shift,8,,8,0,0.0,1,326232360,3,239,stage2b_seed_239_base_1_regime_herding_enabled_policy_existing_with_ml_shadow_round_3_decision_3,stage2b_seed_239_base_1_regime_herding_enabled_policy_existing_with_ml_shadow,1,witch,0.0023448781273086583,4,0,wolf,1,1,1
1,1,herding_enabled,frozen_ml_forced_once,stage2b_existing_rule_after_forced_action,strong_shift,3,,3,1,0.0,0,2185224909,3,239,stage2b_seed_239_base_1_regime_herding_enabled_policy_existing_with_ml_shadow_round_3_decision_3,stage2b_seed_239_base_1_regime_herding_enabled_policy_existing_with_ml_shadow,1,hunter,0.0023448781273086583,4,0,wolf,1,1,1
2,2,herding_enabled,frozen_ml_forced_once,stage2b_existing_rule_after_forced_action,strong_shift,3,,3,1,0.0,1,4144796374,3,239,stage2b_seed_239_base_1_regime_herding_enabled_policy_existing_with_ml_shadow_round_3_decision_3,stage2b_seed_239_base_1_regime_herding_enabled_policy_existing_with_ml_shadow,1,hunter,0.0023448781273086583,3,0,wolf,1,1,1
1,1,baseline_speech_enabled,existing_rule_forced_once,stage2b_existing_rule_after_forced_action,strong_shift,4,,4,1,0.0,0,1117326379,3,230,stage2b_seed_230_base_1_regime_baseline_speech_enabled_policy_existing_with_ml_shadow_round_3_decision_3,stage2b_seed_230_base_1_regime_baseline_speech_enabled_policy_existing_with_ml_shadow,1,hunter,0.00606079535096915,4,0,wolf,1,1,1
1,1,baseline_speech_enabled,existing_rule_forced_once,stage2b_existing_rule_after_forced_action,strong_shift,4,,4,1,0.0,1,2861084224,3,230,stage2b_seed_230_base_1_regime_baseline_speech_enabled_policy_existing_with_ml_shadow_round_3_decision_3,stage2b_seed_230_base_1_regime_baseline_speech_enabled_policy_existing_with_ml_shadow,1,hunter,0.00606079535096915,4,0,wolf,1,1,1
1,1,baseline_speech_enabled,frozen_ml_forced_once,stage2b_existing_rule_after_forced_action,strong_shift,2,,2,1,0.0,0,3321676423,3,230,stage2b_seed_230_base_1_regime_baseline_speech_enabled_policy_existing_with_ml_shadow_round_3_decision_3,stage2b_seed_230_base_1_regime_baseline_speech_enabled_policy_existing_with_ml_shadow,0,villager,0.00606079535096915,4,0,wolf,1,1,1
1,1,baseline_speech_enabled,frozen_ml_forced_once,stage2b_existing_rule_after_forced_action,strong_shift,2,,2,1,0.0,1,1713353036,3,230,stage2b_seed_230_base_1_regime_baseline_speech_enabled_policy_existing_with_ml_shadow_round_3_decision_3,stage2b_seed_230_base_1_regime_baseline_speech_enabled_policy_existing_with_ml_shadow,0,villager,0.00606079535096915,4,0,wolf,1,1,1
5,0,baseline_speech_enabled,existing_rule_forced_once,stage2b_existing_rule_after_forced_action,strong_shift,10,,10,0,0.0,0,854509148,3,224,stage2b_seed_224_base_1_regime_baseline_speech_enabled_policy_existing_with_ml_shadow_round_3_decision_3,stage2b_seed_224_base_1_regime_baseline_speech_enabled_policy_existing_with_ml_shadow,1,witch,0.030851217877491455,3,1,village,1,0,0
5,0,baseline_speech_enabled,existing_rule_forced_once,stage2b_existing_rule_after_forced_action,strong_shift,10,,10,0,0.0,1,2600412700,3,224,stage2b_seed_224_base_1_regime_baseline_speech_enabled_policy_existing_with_ml_shadow_round_3_decision_3,stage2b_seed_224_base_1_regime_baseline_speech_enabled_policy_existing_with_ml_shadow,1,witch,0.030851217877491455,3,1,village,1,0,0
5,0,baseline_speech_enabled,frozen_ml_forced_once,stage2b_existing_rule_after_forced_action,strong_shift,8,,8,0,0.0,0,2538488623,3,224,stage2b_seed_224_base_1_regime_baseline_speech_enabled_policy_existing_with_ml_shadow_round_3_decision_3,stage2b_seed_224_base_1_regime_baseline_speech_enabled_policy_existing_with_ml_shadow,0,villager,0.030851217877491455,3,1,village,1,0,0
5,0,baseline_speech_enabled,frozen_ml_forced_once,stage2b_existing_rule_after_forced_action,strong_shift,8,,8,0,0.0,1,385315513,3,224,stage2b_seed_224_base_1_regime_baseline_speech_enabled_policy_existing_with_ml_shadow_round_3_decision_3,stage2b_seed_224_base_1_regime_baseline_speech_enabled_policy_existing_with_ml_shadow,0,villager,0.030851217877491455,3,1,village,1,0,0
2,2,herding_enabled,existing_rule_forced_once,stage2b_existing_rule_after_forced_action,mild_shift,4,,4,0,0.0,0,1711842140,2,233,stage2b_seed_233_base_1_regime_herding_enabled_policy_existing_with_ml_shadow_round_2_decision_2,stage2b_seed_233_base_1_regime_herding_enabled_policy_existing_with_ml_shadow,1,seer,0.009789144881778844,3,0,wolf,1,1,1
2,0,herding_enabled,existing_rule_forced_once,stage2b_existing_rule_after_forced_action,mild_shift,4,,4,1,0.0,1,167387563,2,233,stage2b_seed_233_base_1_regime_herding_enabled_policy_existing_with_ml_shadow_round_2_decision_2,stage2b_seed_233_base_1_regime_herding_enabled_policy_existing_with_ml_shadow,1,seer,0.009789144881778844,4,1,village,1,0,0
3,0,herding_enabled,frozen_ml_forced_once,stage2b_existing_rule_after_forced_action,mild_shift,7,,7,1,0.0,0,2587510930,2,233,stage2b_seed_233_base_1_regime_herding_enabled_policy_existing_with_ml_shadow_round_2_decision_2,stage2b_seed_233_base_1_regime_herding_enabled_policy_existing_with_ml_shadow,0,villager,0.009789144881778844,3,1,village,1,0,0
1,1,herding_enabled,frozen_ml_forced_once,stage2b_existing_rule_after_forced_action,mild_shift,7,,7,1,0.0,1,2747980164,2,233,stage2b_seed_233_base_1_regime_herding_enabled_policy_existing_with_ml_shadow_round_2_decision_2,stage2b_seed_233_base_1_regime_herding_enabled_policy_existing_with_ml_shadow,0,villager,0.009789144881778844,4,0,wolf,1,1,1
