avg_hybrid_score_range,avg_ml_score_range,avg_rule_score_range,decision_rows,diagnosis,hybrid_matches_ml_rate,hybrid_matches_neither_rate,hybrid_matches_rule_rate,hybrid_top_special_rate,ml_rule_disagreement_rate,ml_top_special_rate,policy_name,rule_top_special_rate
0.6278196386594876,0.04112363603236034,0.21360408071748882,669,multiple mechanisms,0.46038863976083705,0.09118086696562033,0.6263079222720478,0.414050822122571,0.8221225710014948,0.40508221225710017,continuous_frozen_ml,0.3976083707025411
0.6354700503759045,0.043182845462480905,0.21724574780058653,682,multiple mechanisms,0.4442815249266862,0.07624633431085044,0.6275659824046921,0.3387096774193548,0.8519061583577713,0.31671554252199413,existing_rule,0.3313782991202346
0.6354700503759045,0.043182845462480905,0.21724574780058653,682,multiple mechanisms,0.4442815249266862,0.07624633431085044,0.6275659824046921,0.3387096774193548,0.8519061583577713,0.31671554252199413,existing_with_ml_shadow,0.3313782991202346
0.6354700503759045,0.043182845462480905,0.21724574780058653,682,multiple mechanisms,0.4442815249266862,0.07624633431085044,0.6275659824046921,0.3387096774193548,0.8519061583577713,0.31671554252199413,high_confidence_shadow,0.3313782991202346
0.6250196594171552,0.04243456717115102,0.21153058479532166,684,multiple mechanisms,0.43859649122807015,0.08187134502923976,0.6286549707602339,0.36257309941520466,0.8508771929824561,0.34649122807017546,ml_first_kill_only,0.358187134502924
0.6400092109282582,0.041797884117226486,0.21746442962962967,675,multiple mechanisms,0.45925925925925926,0.09481481481481481,0.6325925925925926,0.3985185185185185,0.8133333333333334,0.3896296296296296,ml_first_two_kills,0.37925925925925924
0.6321830340628614,0.04263877311082293,0.21025388059701494,670,multiple mechanisms,0.44477611940298506,0.07761194029850746,0.6268656716417911,0.3746268656716418,0.8507462686567164,0.3492537313432836,ml_single_random_kill,0.3641791044776119
0.6279591769552133,0.042766294995006664,0.21760959064327487,684,multiple mechanisms,0.4502923976608187,0.07748538011695906,0.6154970760233918,0.34649122807017546,0.8567251461988304,0.3216374269005848,selective_ml_override,0.3362573099415205
