avg_margin,avg_ml_advantage_over_existing,coverage_rate,decisions,executed_override_rate,policy_name,qualified_decisions,strong_shift_rate
0.01128786946281795,0.02143207717017682,0.054252199413489736,682,0.0,high_confidence_shadow,37,0.5953079178885631
0.011130173776695833,0.02112581685967864,0.054093567251461985,684,0.054093567251461985,selective_ml_override,37,0.5950292397660819
