behavioral_regime_id,distribution_shift_category,existing_rule_target,failure_reason,frozen_ml_target,game_id,matched_set_id,policy_name,round,seed,selected_target,selected_target_role,top_two_predicted_value_margin
heterogeneous_risk_preference,strong_shift,10,strong_distribution_shift,2,stage2b_seed_220_base_1_regime_heterogeneous_risk_preference_policy_continuous_frozen_ml,stage2b_seed_220_base_1_regime_heterogeneous_risk_preference,continuous_frozen_ml,2,220,2,villager,0.012121340624356325
heterogeneous_risk_preference,strong_shift,3,strong_distribution_shift,3,stage2b_seed_220_base_1_regime_heterogeneous_risk_preference_policy_continuous_frozen_ml,stage2b_seed_220_base_1_regime_heterogeneous_risk_preference,continuous_frozen_ml,3,220,3,hunter,0.004361159948030213
heterogeneous_risk_preference,in_distribution,6,low_margin_decision,2,stage2b_seed_220_base_1_regime_heterogeneous_risk_preference_policy_existing_with_ml_shadow,stage2b_seed_220_base_1_regime_heterogeneous_risk_preference,existing_with_ml_shadow,1,220,6,seer,0.01072202317880988
heterogeneous_risk_preference,strong_shift,10,strong_distribution_shift,2,stage2b_seed_220_base_1_regime_heterogeneous_risk_preference_policy_existing_with_ml_shadow,stage2b_seed_220_base_1_regime_heterogeneous_risk_preference,existing_with_ml_shadow,2,220,10,witch,0.012121340624356325
heterogeneous_risk_preference,strong_shift,3,strong_distribution_shift,3,stage2b_seed_220_base_1_regime_heterogeneous_risk_preference_policy_existing_with_ml_shadow,stage2b_seed_220_base_1_regime_heterogeneous_risk_preference,existing_with_ml_shadow,3,220,3,hunter,0.00897795560170389
heterogeneous_risk_preference,in_distribution,6,low_margin_decision,2,stage2b_seed_220_base_1_regime_heterogeneous_risk_preference_policy_selective_ml_override,stage2b_seed_220_base_1_regime_heterogeneous_risk_preference,selective_ml_override,1,220,6,seer,0.01072202317880988
heterogeneous_risk_preference,strong_shift,10,strong_distribution_shift,2,stage2b_seed_220_base_1_regime_heterogeneous_risk_preference_policy_selective_ml_override,stage2b_seed_220_base_1_regime_heterogeneous_risk_preference,selective_ml_override,2,220,10,witch,0.012121340624356325
heterogeneous_risk_preference,strong_shift,3,strong_distribution_shift,3,stage2b_seed_220_base_1_regime_heterogeneous_risk_preference_policy_selective_ml_override,stage2b_seed_220_base_1_regime_heterogeneous_risk_preference,selective_ml_override,3,220,3,hunter,0.00897795560170389
heterogeneous_risk_preference,in_distribution,6,low_margin_decision,2,stage2b_seed_220_base_1_regime_heterogeneous_risk_preference_policy_high_confidence_shadow,stage2b_seed_220_base_1_regime_heterogeneous_risk_preference,high_confidence_shadow,1,220,6,seer,0.01072202317880988
heterogeneous_risk_preference,strong_shift,10,strong_distribution_shift,2,stage2b_seed_220_base_1_regime_heterogeneous_risk_preference_policy_high_confidence_shadow,stage2b_seed_220_base_1_regime_heterogeneous_risk_preference,high_confidence_shadow,2,220,10,witch,0.012121340624356325
heterogeneous_risk_preference,strong_shift,3,strong_distribution_shift,3,stage2b_seed_220_base_1_regime_heterogeneous_risk_preference_policy_high_confidence_shadow,stage2b_seed_220_base_1_regime_heterogeneous_risk_preference,high_confidence_shadow,3,220,3,hunter,0.00897795560170389
strong_village_information,mild_shift,1,low_margin_decision,2,stage2b_seed_220_base_1_regime_strong_village_information_policy_ml_first_kill_only,stage2b_seed_220_base_1_regime_strong_village_information,ml_first_kill_only,1,220,2,villager,0.005994161186895441
strong_village_information,strong_shift,1,strong_distribution_shift,2,stage2b_seed_220_base_1_regime_strong_village_information_policy_ml_first_kill_only,stage2b_seed_220_base_1_regime_strong_village_information,ml_first_kill_only,2,220,1,seer,0.01287679669100883
strong_village_information,strong_shift,3,strong_distribution_shift,2,stage2b_seed_220_base_1_regime_strong_village_information_policy_ml_first_kill_only,stage2b_seed_220_base_1_regime_strong_village_information,ml_first_kill_only,3,220,3,witch,0.007279526908822942
strong_village_information,strong_shift,4,strong_distribution_shift,2,stage2b_seed_220_base_1_regime_strong_village_information_policy_ml_first_kill_only,stage2b_seed_220_base_1_regime_strong_village_information,ml_first_kill_only,4,220,4,hunter,0.005861171130684073
